Date,Open,High,Low,Close,Adj Close,Volume,3MA,5MA
2004-09-16,9420,9720,9380,9600,7264.366211,29380000,7271.934408,7185.670117
2004-09-17,9600,9640,9370,9390,7105.458008,34445000,7201.307455,7221.991699
2004-09-20,9370,9530,9340,9380,7097.89209,23480000,7155.905436,7203.830664
2004-09-21,9460,9490,9380,9480,7173.564941,17715000,7125.638346,7175.075879
2004-09-22,9500,9580,9250,9250,6999.52002,19635000,7090.325684,7128.160254
2004-09-23,9160,9200,9090,9200,6961.685547,23755000,7044.923503,7067.624121
2004-09-24,9120,9230,9080,9180,6946.551758,17320000,6969.252442,7035.842871
2004-09-27,9180,9180,9180,9180,6946.551758,0,6951.596354,7005.574805
2004-09-28,9180,9180,9180,9180,6946.551758,0,6946.551758,6960.172168
2004-09-29,9180,9180,9180,9180,6946.551758,0,6946.551758,6949.578516
2004-09-30,9060,9180,9060,9160,6931.417969,26600000,6941.507162,6943.525
2004-10-01,9160,9270,9120,9220,6976.819824,26530000,6951.596517,6949.578613
2004-10-04,9420,9800,9420,9800,7415.706543,31830000,7107.981445,7043.40957
2004-10-05,9860,9860,9680,9760,7385.441406,23165000,7259.322591,7131.1875
2004-10-06,9790,10020,9700,9890,7483.813477,36150000,7428.320475,7238.639844
2004-10-07,9820,9890,9640,9760,7385.441406,18145000,7418.232096,7329.444531
2004-10-08,9660,9750,9490,9530,7211.397949,41800000,7360.217611,7376.360156
2004-10-11,9410,9450,9310,9330,7060.057617,38415000,7218.965657,7305.230371
2004-10-12,9280,9280,8920,8920,6749.808594,53085000,7007.088053,7178.103809
2004-10-13,8940,9020,8930,8980,6795.210449,36390000,6868.358887,7040.383203
2004-10-14,8960,8960,8740,8880,6719.539063,50850000,6754.852702,6907.202734
2004-10-15,8820,8930,8730,8740,6613.602539,64695000,6709.450684,6787.643652
2004-10-18,8640,8720,8560,8650,6545.498047,37125000,6626.213216,6684.731738
2004-10-19,8800,8870,8720,8770,6636.302246,26410000,6598.467611,6662.030469
2004-10-20,8620,8780,8550,8570,6484.962402,24915000,6555.587565,6599.980859
2004-10-21,8570,8720,8550,8580,6492.52832,29165000,6537.930989,6554.578711
2004-10-22,8700,8830,8680,8750,6621.168945,23290000,6532.886556,6556.091992
2004-10-25,8660,8660,8490,8560,6477.393555,31530000,6530.363607,6542.471094
2004-10-26,8590,8670,8580,8600,6507.664063,13740000,6535.408854,6516.743457
2004-10-27,8670,8700,8490,8580,6492.52832,26595000,6492.528646,6518.256641
2004-10-28,8820,8850,8680,8790,6651.437012,22675000,6550.543132,6550.038379
2004-10-29,8760,8800,8650,8790,6651.437012,26760000,6598.467448,6556.091992
2004-11-01,8750,8820,8660,8790,6651.437012,11390000,6651.437012,6590.900684
2004-11-02,8720,8860,8720,8800,6659.00293,16450000,6653.958985,6621.168457
2004-11-03,8840,9100,8820,9100,6886.016113,25215000,6732.152018,6699.866016
2004-11-04,9120,9130,8960,8960,6780.076172,30080000,6775.031738,6725.593848
2004-11-05,9040,9080,8990,9050,6848.180176,32055000,6838.09082,6764.942481
2004-11-08,9170,9170,8800,8800,6659.00293,21140000,6762.419759,6766.455664
2004-11-09,8690,8750,8600,8620,6522.797852,26775000,6676.660319,6739.214649
2004-11-10,8640,8780,8640,8780,6643.871094,18300000,6608.557292,6690.785645
2004-11-11,8780,8860,8710,8740,6613.602539,30540000,6593.423828,6657.490918
2004-11-12,8980,9020,8870,8970,6787.644531,22700000,6681.706055,6645.383789
2004-11-15,9060,9200,9050,9130,6908.717285,19030000,6769.988118,6695.32666
2004-11-16,9180,9200,9100,9110,6893.583984,24750000,6863.315267,6769.483887
2004-11-17,9120,9250,9110,9230,6984.383789,21975000,6928.895019,6837.586426
2004-11-18,9300,9390,9200,9270,7014.655273,29425000,6964.207682,6917.796972
2004-11-19,9200,9320,8990,9080,6870.879883,22255000,6956.639648,6934.444043
2004-11-22,8840,8910,8730,8800,6659.00293,34575000,6848.179362,6884.501172
2004-11-23,8900,8910,8760,8820,6674.136719,23210000,6734.673177,6840.611719
2004-11-24,8760,8840,8680,8790,6651.437012,23150000,6661.525554,6774.022363
2004-11-25,8800,8890,8760,8820,6674.136719,22185000,6666.57015,6705.918653
2004-11-26,8770,8920,8630,8660,6553.063477,26750000,6626.212403,6642.355371
2004-11-29,8580,8620,8470,8520,6447.124512,31270000,6558.108236,6599.979688
2004-11-30,8540,8700,8510,8690,6575.767578,30700000,6525.318522,6580.30586
2004-12-01,8570,8610,8490,8580,6492.52832,21670000,6505.140137,6548.524121
2004-12-02,8720,8760,8540,8570,6484.962402,25995000,6517.752767,6510.689258
2004-12-03,8660,8680,8460,8520,6447.124512,34600000,6474.871745,6489.501465
2004-12-06,8500,8500,8360,8360,6326.053223,19665000,6419.380046,6465.287207
2004-12-07,8290,8370,8210,8220,6220.114746,26775000,6331.097494,6394.156641
2004-12-08,8110,8390,8060,8390,6348.756348,27215000,6298.308106,6365.402246
2004-12-09,8340,8410,8200,8260,6250.381836,40085000,6273.08431,6318.486133
2004-12-10,8220,8240,8090,8120,6144.445313,25880000,6247.861166,6257.950293
2004-12-13,8000,8070,7980,8040,6083.90918,24525000,6159.578776,6209.521485
2004-12-14,8040,8270,8040,8250,6242.81543,27680000,6157.056641,6214.061621
2004-12-15,8360,8570,8360,8570,6484.962402,33480000,6270.562337,6241.302832
2004-12-16,8670,8880,8640,8800,6659.00293,43090000,6462.260254,6323.027051
2004-12-17,8820,8890,8710,8880,6719.539063,22510000,6621.168132,6438.045801
2004-12-20,8740,8920,8740,8900,6734.673828,17350000,6704.405274,6568.198731
2004-12-21,8920,8940,8800,8920,6749.808594,14980000,6734.673828,6669.597363
2004-12-22,8970,8990,8840,8850,6696.839355,15735000,6727.107259,6711.972754
2004-12-23,8900,8920,8640,8690,6575.767578,15875000,6674.138509,6695.325684
2004-12-24,8690,8700,8600,8660,6553.063477,15915000,6608.556803,6662.030566
2004-12-27,8660,8750,8630,8750,6621.168945,11770000,6583.333333,6639.32959
2004-12-28,8720,8760,8630,8720,6598.467285,13635000,6590.899902,6609.061328
2004-12-29,8680,8890,8670,8890,6727.106934,17105000,6648.914388,6615.114844
2004-12-30,8860,9020,8860,9010,6817.912109,17265000,6714.495443,6663.54375
2004-12-31,9010,9010,9010,9010,6817.912109,0,6787.643717,6716.513476
2005-01-03,9050,9060,8920,9020,6825.477539,10925000,6820.433919,6757.375195
2005-01-04,9000,9020,8920,8940,6764.942871,14015000,6802.777506,6790.670312
2005-01-05,8800,8860,8730,8860,6704.40625,23365000,6764.94222,6786.130176
2005-01-06,8780,8910,8700,8700,6583.33252,17150000,6684.227214,6739.214258
2005-01-07,8820,8830,8710,8810,6666.572754,13615000,6651.437175,6708.946387
2005-01-10,8840,8840,8750,8760,6628.734863,12505000,6626.213379,6669.597852
2005-01-11,8760,8840,8670,8840,6689.270508,27855000,6661.526042,6654.463379
2005-01-12,8870,8880,8800,8840,6689.270508,14720000,6669.09196,6651.436231
2005-01-13,8840,8940,8820,8880,6719.539063,23695000,6699.360026,6678.677539
2005-01-14,8800,9480,8790,9430,7135.72998,71900000,6848.17985,6772.508984
2005-01-17,9800,9890,9650,9850,7453.543945,61795000,7102.937663,6937.470801
2005-01-18,9800,9810,9690,9720,7355.174316,30240000,7314.81608,7070.651562
2005-01-19,9720,9770,9580,9600,7264.366211,22850000,7357.694824,7185.670703
2005-01-20,9600,9700,9510,9600,7264.366211,19270000,7294.635579,7294.636133
2005-01-21,9500,9720,9500,9720,7355.174316,15030000,7294.635579,7338.525
2005-01-24,9650,9760,9550,9760,7385.441406,19070000,7334.993978,7324.904492
2005-01-25,9600,9700,9580,9670,7317.338867,18165000,7352.65153,7317.337402
2005-01-26,9700,9870,9690,9810,7423.274414,24885000,7375.351562,7349.119043
2005-01-27,9900,9900,9810,9840,7445.975098,19990000,7395.52946,7385.44082
2005-01-28,9830,9830,9600,9780,7400.576172,14220000,7423.275228,7394.521191
2005-01-31,9760,9900,9680,9900,7491.376953,16465000,7445.976074,7415.708301
2005-02-01,9900,9970,9830,9830,7438.413086,21855000,7443.455404,7439.923145
2005-02-02,9830,9880,9730,9810,7423.274414,19750000,7451.021484,7439.923145
2005-02-03,9720,9940,9720,9920,7506.514648,17445000,7456.067383,7452.031055
2005-02-04,9880,9970,9860,9910,7498.943359,12855000,7476.24414,7471.704492
2005-02-07,10120,10240,10060,10200,7718.390625,33935000,7574.616211,7517.107226
2005-02-08,10200,10200,10200,10200,7718.390625,0,7645.241536,7573.102734
2005-02-09,10200,10200,10200,10200,7718.390625,0,7718.390625,7632.125976
2005-02-10,10200,10200,10200,10200,7718.390625,0,7718.390625,7674.501172
2005-02-11,10100,10180,10020,10120,7657.853516,25885000,7698.211589,7706.283203
2005-02-14,10260,10440,10200,10340,7824.330078,28265000,7733.52474,7727.471094
2005-02-15,10400,10420,10220,10380,7854.598633,26745000,7778.927409,7754.712695
2005-02-16,10440,10620,10360,10400,7869.734375,24010000,7849.554362,7784.981445
2005-02-17,10340,10440,10300,10340,7824.330078,17510000,7849.554362,7806.169336
2005-02-18,10360,10540,10280,10540,7975.670898,18355000,7889.911784,7869.732812
2005-02-21,10600,10640,10480,10560,7990.803711,23430000,7930.268229,7903.027539
2005-02-22,10560,10580,10360,10440,7900.000977,17855000,7955.491862,7912.108008
2005-02-23,10280,10320,10180,10220,7733.523926,19745000,7874.776205,7884.865918
2005-02-24,10200,10400,10140,10380,7854.598633,20985000,7829.374512,7890.919629
2005-02-25,10480,10580,10420,10440,7900.000977,20880000,7829.374512,7875.785645
2005-02-28,10600,10620,10420,10540,7975.670898,27705000,7910.090169,7872.759082
2005-03-01,10540,10540,10540,10540,7975.670898,0,7950.447591,7887.893066
2005-03-02,10500,10560,10340,10340,7824.330078,27425000,7925.223958,7906.054297
2005-03-03,10300,10520,10240,10380,7854.598633,30335000,7884.866536,7906.054297
2005-03-04,10340,10340,10160,10200,7718.390625,24410000,7799.106445,7869.732226
2005-03-07,10300,10300,10000,10140,7672.990234,29515000,7748.659831,7809.196094
2005-03-08,10140,10160,10000,10040,7597.317383,26380000,7662.899414,7733.525391
2005-03-09,9980,10000,9830,10000,7567.04834,24890000,7612.451986,7682.069043
2005-03-10,10060,10160,9990,9990,7559.485352,31630000,7574.617025,7623.046387
2005-03-11,10140,10380,10080,10380,7854.598633,32010000,7660.377442,7650.287988
2005-03-14,10260,10320,10160,10200,7718.390625,20845000,7710.82487,7659.368067
2005-03-15,10240,10280,9980,10040,7597.317383,25030000,7723.435547,7659.368067
2005-03-16,9980,10080,9910,10060,7612.455078,18545000,7642.721029,7668.449414
2005-03-17,9860,9970,9840,9920,7506.514648,20875000,7572.095703,7657.855273
2005-03-18,9860,9960,9860,9900,7491.376953,12750000,7536.782226,7585.210937
2005-03-21,9830,9980,9800,9840,7445.975098,16770000,7481.2889,7530.727832
2005-03-22,9860,10020,9790,9920,7506.514648,15795000,7481.2889,7512.567285
2005-03-23,9860,9990,9830,9970,7544.349121,15920000,7498.946289,7498.946094
2005-03-24,10020,10120,9950,10060,7612.455078,20100000,7554.439616,7520.13418
2005-03-25,10100,10120,10000,10100,7642.720215,10875000,7599.841471,7550.402832
2005-03-28,10200,10220,10140,10200,7718.390625,8980000,7657.855306,7604.885937
2005-03-29,10200,10220,10000,10040,7597.317383,16855000,7652.809408,7623.046484
2005-03-30,9880,9990,9880,9960,7536.781738,18145000,7617.496582,7621.533008
2005-03-31,10120,10140,10020,10040,7597.317383,17335000,7577.138835,7618.505469
2005-04-01,10040,10320,10000,10240,7748.659668,22655000,7627.586263,7639.693359
2005-04-04,10240,10340,10200,10340,7824.330078,17215000,7723.43571,7660.88125
2005-04-05,10340,10340,10340,10340,7824.330078,0,7799.106608,7706.283789
2005-04-06,10360,10400,10200,10360,7839.462891,20505000,7829.374349,7766.82002
2005-04-07,10360,10400,10300,10360,7839.462891,17855000,7834.41862,7815.249121
2005-04-08,10480,10500,10400,10440,7900.000977,13945000,7859.642253,7845.517383
2005-04-11,10440,10440,10320,10340,7824.330078,9565000,7854.597982,7845.517383
2005-04-12,10320,10400,10260,10400,7869.734375,10385000,7864.688477,7854.598242
2005-04-13,10360,10400,10320,10360,7839.462891,10675000,7844.509115,7854.598242
2005-04-14,10260,10280,10040,10040,7597.317383,33175000,7768.838216,7806.169141
2005-04-15,10000,10040,9780,9830,7438.413086,43345000,7625.064453,7713.851563
2005-04-18,9470,9630,9440,9520,7203.831055,43245000,7413.187175,7589.751758
2005-04-19,9540,9600,9480,9480,7173.564941,30145000,7271.936361,7450.517871
2005-04-20,9570,9660,9380,9400,7113.027344,32885000,7163.474447,7305.230762
2005-04-21,9240,9400,9150,9320,7052.492188,29320000,7113.028158,7196.265723
2005-04-22,9500,9520,9340,9340,7067.625,16725000,7077.714844,7122.108106
2005-04-25,9240,9490,9240,9490,7181.130371,16435000,7100.415853,7117.567969
2005-04-26,9490,9490,9420,9420,7128.160156,9375000,7125.638509,7108.487012
2005-04-27,9260,9340,9220,9280,7022.222168,20590000,7110.504232,7090.325977
2005-04-28,9260,9270,9140,9200,6961.685547,19700000,7037.355957,7072.164648
2005-04-29,9040,9130,8990,9040,6840.612305,29275000,6941.506673,7026.762109
2005-05-02,9120,9160,9000,9110,6893.583984,11845000,6898.627279,6969.252832
2005-05-03,9100,9230,9050,9100,6886.016113,13870000,6873.404134,6920.824023
2005-05-04,9100,9340,9100,9290,7029.789551,17315000,6936.463216,6922.3375
2005-05-05,9290,9290,9290,9290,7029.789551,0,6981.865072,6935.958301
2005-05-06,9330,9510,9330,9480,7173.564941,24680000,7077.714681,7002.548828
2005-05-09,9500,9550,9410,9500,7188.697266,20035000,7130.683919,7061.571484
2005-05-10,9560,9590,9510,9540,7218.966309,10675000,7193.742839,7128.161524
2005-05-11,9500,9510,9430,9440,7143.297363,17300000,7183.653646,7150.863086
2005-05-12,9480,9600,9480,9500,7188.697266,20860000,7183.653646,7182.644629
2005-05-13,9500,9700,9440,9630,7287.070801,20545000,7206.355143,7205.345801
2005-05-16,9700,9800,9680,9760,7385.441406,17350000,7287.069824,7244.694629
2005-05-17,9800,9860,9670,9790,7408.144043,18175000,7360.21875,7282.530176
2005-05-18,9890,9900,9780,9790,7408.144043,17095000,7400.576497,7335.499512
2005-05-19,9860,10020,9850,9970,7544.349121,25435000,7453.545736,7406.629883
2005-05-20,9990,10040,9900,9970,7544.349121,11685000,7498.947428,7458.085547
2005-05-23,9920,9970,9890,9960,7536.781738,8045000,7541.82666,7488.353613
2005-05-24,9930,9970,9860,9900,7491.376953,12750000,7524.169271,7505.000195
2005-05-25,9870,9930,9670,9690,7332.470215,21315000,7453.542969,7489.86543
2005-05-26,9630,9700,9590,9640,7294.638184,13895000,7372.828451,7439.923242
2005-05-27,9800,9860,9730,9800,7415.706543,18775000,7347.604981,7414.194727
2005-05-30,9800,9880,9800,9870,7468.678711,11435000,7393.007813,7400.574121
2005-05-31,9850,9880,9730,9780,7400.576172,22275000,7428.320475,7382.413965
2005-06-01,9670,9790,9660,9780,7400.576172,16545000,7423.277018,7396.035156
2005-06-02,9900,9910,9750,9750,7377.873047,18320000,7393.008464,7412.682129
2005-06-03,9760,9830,9710,9760,7385.441406,17675000,7387.963542,7406.629102
2005-06-06,9760,9760,9760,9760,7385.441406,0,7382.91862,7389.981641
2005-06-07,9680,9700,9600,9610,7271.935547,24125000,7347.60612,7364.253516
2005-06-08,9560,9620,9500,9550,7226.53125,26785000,7294.636068,7329.444531
2005-06-09,9510,9600,9430,9600,7264.366211,37520000,7254.277669,7306.743164
2005-06-10,9600,9890,9540,9830,7438.413086,40645000,7309.770182,7317.3375
2005-06-13,9830,9990,9830,9960,7536.781738,22765000,7413.187012,7347.605566
2005-06-14,9960,10020,9880,9930,7514.081055,19495000,7496.425293,7396.034668
2005-06-15,9930,10000,9890,10000,7567.04834,22460000,7539.303711,7464.138086
2005-06-16,10000,10040,9940,9970,7544.349121,18395000,7541.826172,7520.134668
2005-06-17,9980,9990,9830,9870,7468.678711,23945000,7526.692057,7526.187793
2005-06-20,9870,9880,9790,9810,7423.274414,16605000,7478.767415,7503.486328
2005-06-21,9810,9830,9720,9760,7385.441406,20260000,7425.798177,7477.758398
2005-06-22,9760,9880,9740,9860,7461.111328,19650000,7423.275716,7456.570996
2005-06-23,9860,9980,9840,9960,7536.781738,25990000,7461.111491,7455.057519
2005-06-24,9920,9920,9780,9820,7430.844238,21780000,7476.245768,7447.490625
2005-06-27,9780,9780,9660,9770,7393.006836,28050000,7453.544271,7441.437109
2005-06-28,9770,9810,9710,9790,7408.144043,18530000,7410.665039,7445.977637
2005-06-29,9800,9850,9760,9800,7415.706543,19185000,7405.619141,7436.89668
2005-06-30,9800,9960,9800,9880,7476.247559,19835000,7433.366048,7424.789844
2005-07-01,9880,10020,9860,10020,7582.183105,26555000,7491.379069,7455.057617
2005-07-04,10100,10180,10020,10060,7612.455078,15655000,7556.961914,7498.947266
2005-07-05,10080,10140,10000,10040,7597.317383,9300000,7597.318522,7536.781934
2005-07-06,10060,10140,10060,10080,7627.585938,13455000,7612.4528,7579.157813
2005-07-07,10080,10380,10080,10320,7809.195313,31910000,7678.032878,7645.747363
2005-07-08,10340,10440,10320,10320,7809.195313,19665000,7748.658855,7691.149805
2005-07-11,10500,10700,10500,10660,8066.474121,34585000,7894.954916,7781.953614
2005-07-12,10800,10960,10740,10820,8187.547363,46835000,8021.072266,7899.99961
2005-07-13,10860,10940,10780,10940,8278.349609,25465000,8177.457031,8030.152344
2005-07-14,10980,11020,10940,10940,8278.349609,28885000,8248.082194,8123.983203
2005-07-15,10960,11000,10780,10840,8202.68457,26105000,8253.127929,8202.681054
2005-07-18,10860,11040,10820,10980,8308.619141,21220000,8263.217773,8251.110058
2005-07-19,11000,11240,10980,11220,8490.227539,33785000,8333.84375,8311.646094
2005-07-20,11240,11340,11100,11160,8444.830078,30025000,8414.558919,8344.942187
2005-07-21,11300,11360,11160,11260,8520.498047,26780000,8485.185221,8393.371875
2005-07-22,11180,11200,10920,11040,8354.023438,27575000,8439.783854,8423.639649
2005-07-25,11040,11140,11040,11100,8399.426758,18455000,8424.649414,8441.801172
2005-07-26,11120,11160,10940,11020,8338.889648,20630000,8364.113281,8411.533594
2005-07-27,11040,11180,10960,11020,8338.889648,18430000,8359.068685,8390.345508
2005-07-28,11040,11320,11040,11200,8475.095703,23655000,8384.291666,8381.265039
2005-07-29,11320,11320,11200,11300,8550.763672,17875000,8454.916341,8420.613086
2005-08-01,11320,11380,11220,11380,8611.300781,16470000,8545.720052,8462.98789
2005-08-02,11400,11420,11240,11360,8596.170898,14250000,8586.07845,8514.44414
2005-08-03,11500,11540,11360,11360,8596.170898,23635000,8601.214192,8565.90039
2005-08-04,11360,11380,11200,11320,8565.900391,18370000,8586.080729,8584.061328
2005-08-05,11220,11220,10960,11060,8369.15625,30100000,8510.40918,8547.739844
2005-08-08,11040,11040,10860,11020,8338.889648,18285000,8424.648763,8493.257617
2005-08-09,11020,11060,10900,11000,8323.755859,20325000,8343.933919,8438.774609
2005-08-10,11100,11240,11060,11100,8399.426758,16480000,8354.024088,8399.425781
2005-08-11,11100,11400,11100,11340,8581.035156,19885000,8434.739258,8402.452734
2005-08-12,11380,11580,11380,11560,8747.510742,24480000,8575.990885,8478.123633
2005-08-15,11560,11560,11560,11560,8747.510742,0,8692.01888,8559.847851
2005-08-16,11560,11640,11380,11440,8656.704102,26040000,8717.241862,8626.4375
2005-08-17,11320,11440,11200,11440,8656.704102,20420000,8686.972982,8677.892969
2005-08-18,11440,11460,11060,11100,8399.426758,33515000,8570.944987,8641.571289
2005-08-19,11100,11120,10980,11060,8369.15625,20935000,8475.095703,8565.900391
2005-08-22,11060,11400,11060,11260,8520.498047,19550000,8429.693685,8520.497852
2005-08-23,11280,11380,11200,11240,8505.364258,18770000,8465.006185,8490.229883
2005-08-24,11240,11260,10980,11120,8414.558594,23985000,8480.1403,8441.800781
2005-08-25,11060,11100,10880,11040,8354.023438,24360000,8424.648763,8432.720117
2005-08-26,11040,11120,10980,10980,8308.619141,18915000,8359.067058,8420.612696
2005-08-29,10840,10840,10720,10800,8172.413574,18275000,8278.352051,8350.995801
2005-08-30,10880,10960,10660,10820,8187.547363,14915000,8222.860026,8287.432422
2005-08-31,10680,10920,10680,10880,8232.949219,12205000,8197.636719,8251.110547
2005-09-01,10980,11040,10940,10980,8308.619141,11970000,8243.038574,8242.029688
2005-09-02,10980,11140,10960,11080,8384.291992,12190000,8308.620117,8257.164258
2005-09-05,11160,11260,11100,11220,8490.227539,10920000,8394.379557,8320.727051
2005-09-06,11260,11520,11260,11380,8611.300781,19050000,8495.273437,8405.477734
2005-09-07,11520,11640,11520,11580,8762.643555,17565000,8621.390625,8511.416602
2005-09-08,11700,11860,11600,11740,8883.717773,34625000,8752.554036,8626.436328
2005-09-09,11700,11820,11660,11780,8913.984375,13105000,8853.448568,8732.374805
2005-09-12,11880,12000,11780,11780,8913.984375,20070000,8903.895508,8817.126172
2005-09-13,11800,12200,11780,12120,9171.266602,34885000,8999.745117,8929.119336
2005-09-14,12100,12300,12040,12260,9277.202148,25585000,9120.817708,9032.031055
2005-09-15,12100,12380,12080,12140,9186.399414,29035000,9211.622721,9092.567383
2005-09-16,12080,12120,11760,11860,8974.516602,30625000,9146.039388,9104.673828
2005-09-19,11860,11860,11860,11860,8974.516602,0,9045.144206,9116.780274
2005-09-20,12000,12060,11840,11860,8974.516602,28045000,8974.516602,9077.430274
2005-09-21,11920,12120,11900,12020,9095.592773,19085000,9014.875326,9041.108399
2005-09-22,11860,12000,11840,12000,9080.459961,16000000,9050.189779,9019.920508
2005-09-23,11840,11980,11660,11700,8853.446289,18675000,9009.833008,8995.706445
2005-09-26,11720,12000,11720,11940,9035.055664,21895000,8989.653971,9007.814258
2005-09-27,11960,11980,11800,11860,8974.516602,15910000,8954.339518,9007.814258
2005-09-28,11800,12000,11740,11960,9050.19043,13505000,9019.920899,8998.733789
2005-09-29,11880,11980,11800,11860,8974.516602,18509700,8999.741211,8977.545117
2005-09-30,11880,12000,11760,11760,8898.848633,21192950,8974.518555,8986.625586
2005-10-03,11760,11760,11760,11760,8898.848633,0,8924.071289,8959.38418
2005-10-04,11800,12140,11800,12060,9125.861328,26986050,8974.519531,8989.653125
2005-10-05,12080,12280,11960,12020,9095.592773,21874300,9040.100911,8998.733594
2005-10-06,11900,11900,11700,11740,8883.717773,20716650,9035.057291,8980.573828
2005-10-07,11560,11760,11520,11660,8823.180664,25602800,8934.163737,8965.440234
2005-10-10,11680,11940,11660,11860,8974.516602,15080150,8893.805013,8980.573828
2005-10-11,11760,11980,11740,11960,9050.19043,10695550,8949.295899,8965.439648
2005-10-12,11860,11880,11540,11560,8747.510742,26597200,8924.072591,8895.823242
2005-10-13,11420,11480,11160,11300,8550.763672,36035800,8782.821615,8829.232422
2005-10-14,11300,11440,11200,11300,8550.763672,31305500,8616.346029,8774.749024
2005-10-17,11200,11380,11200,11260,8520.498047,17525000,8540.67513,8683.945313
2005-10-18,11280,11380,11260,11320,8565.900391,17588650,8545.720703,8587.087305
2005-10-19,11200,11220,11000,11040,8354.023438,18547750,8480.140625,8508.389844
2005-10-20,11200,11220,11040,11120,8414.558594,17849800,8444.827474,8481.148828
2005-10-21,11000,11320,10980,11280,8535.631836,20033250,8434.737956,8478.122461
2005-10-24,11320,11420,11220,11320,8565.900391,16487150,8505.363607,8487.20293
2005-10-25,11440,11560,11280,11300,8550.763672,18269150,8550.7653,8484.175586
2005-10-26,11240,11320,11180,11260,8520.498047,15002350,8545.720703,8517.470508
2005-10-27,11260,11360,11120,11160,8444.830078,19331000,8505.363932,8523.524805
2005-10-28,10980,11020,10900,10920,8263.217773,21614800,8409.515299,8469.041992
2005-10-31,10980,11100,10960,11060,8369.15625,19203500,8359.068034,8429.693164
2005-11-01,11200,11360,11180,11300,8550.763672,29155950,8394.379232,8429.693164
2005-11-02,11280,11600,11280,11500,8702.106445,15716000,8540.675456,8466.014844
2005-11-03,11760,11840,11700,11740,8883.717773,22394000,8712.195963,8553.792383
2005-11-04,11940,12000,11860,11980,9065.330078,24807150,8883.718099,8714.214844
2005-11-07,12040,12060,11820,11960,9050.19043,12834600,8999.746094,8850.42168
2005-11-08,12000,12060,11940,12040,9110.728516,12065550,9075.416341,8962.414648
2005-11-09,12020,12140,11920,12000,9080.459961,14940450,9080.459636,9038.085352
2005-11-10,12020,12140,11980,12100,9156.128906,17080450,9115.772461,9092.567578
2005-11-11,12340,12480,12280,12360,9352.875,29524650,9196.487956,9150.076563
2005-11-14,12420,12580,12320,12520,9473.945313,20931600,9327.64974,9234.827539
2005-11-15,12520,12580,12220,12400,9383.143555,14063750,9403.321289,9289.310547
2005-11-16,12320,12600,12320,12600,9534.482422,14038850,9463.857097,9380.115039
2005-11-17,12540,12560,12380,12480,9443.677734,12542600,9453.767904,9437.624805
2005-11-18,12500,12600,12380,12520,9473.945313,14163300,9484.035156,9461.838867
2005-11-21,12640,12640,12240,12360,9352.875,24063600,9423.499349,9437.624805
2005-11-22,12220,12240,11740,11840,8959.385742,45564250,9262.068685,9352.873242
2005-11-23,12000,12260,11980,12140,9186.399414,42389900,9166.220052,9283.256641
2005-11-24,12360,12360,12100,12160,9201.533203,15155400,9115.772786,9234.827734
2005-11-25,12160,12220,11920,12000,9080.459961,15658550,9156.130859,9156.130664
2005-11-28,12000,12060,11920,12020,9095.592773,9434350,9125.861979,9104.674219
2005-11-29,11960,12040,11760,11880,8989.655273,17159050,9055.236002,9110.728125
2005-11-30,11860,12080,11860,12000,9080.459961,17308450,9055.236002,9089.540234
2005-12-01,11920,12160,11900,12100,9156.128906,19357700,9075.414713,9080.459375
2005-12-02,12400,12460,12280,12340,9337.741211,19342900,9191.443359,9131.915625
2005-12-05,12440,12500,12360,12460,9428.544922,12418300,9307.47168,9198.506055
2005-12-06,12380,12620,12340,12600,9534.482422,21114200,9433.589518,9307.471484
2005-12-07,12600,12900,12480,12780,9670.69043,26531300,9544.572591,9425.517578
2005-12-08,12700,12800,12520,12640,9564.75,26904650,9589.974284,9507.241797
2005-12-09,12560,12620,12260,12420,9398.276367,23027250,9544.572266,9519.348828
2005-12-12,12440,12560,12340,12360,9352.875,18588950,9438.633789,9504.214844
2005-12-13,12420,12460,12260,12400,9383.143555,16596150,9378.098307,9473.94707
2005-12-14,12440,12540,12160,12220,9246.933594,26300350,9327.650716,9389.195703
2005-12-15,12180,12320,12020,12180,9216.666992,18607050,9282.248047,9319.579102
2005-12-16,12120,12120,11860,12000,9080.459961,29408600,9181.353516,9256.01582
2005-12-19,12140,12280,12040,12180,9216.666992,17987750,9171.264648,9228.774219
2005-12-20,12060,12280,12040,12240,9262.066406,17198500,9186.397786,9204.558789
2005-12-21,12280,12700,12280,12560,9504.213867,25337350,9327.649088,9256.014844
2005-12-22,12700,12940,12620,12680,9595.017578,28095000,9453.76595,9331.684961
2005-12-23,12840,13040,12720,12900,9761.493164,28658350,9620.241536,9467.891601
2005-12-26,13000,13260,12980,13080,9897.697266,17830000,9751.402669,9604.097656
2005-12-27,13180,13280,12960,13220,10003.64063,18003350,9887.610353,9752.412501
2005-12-28,13160,13260,13100,13220,10003.64063,21403250,9968.326175,9852.297854
2005-12-29,13200,13400,13140,13160,9958.239258,20916500,9988.506839,9924.94219
2006-01-02,13280,13360,13120,13200,9988.504883,16985900,9983.46159,9970.344533
2006-01-03,13200,13320,13120,13280,10049.04102,17385550,9998.595054,10000.61328
2006-01-04,13500,14000,13460,13940,10548.46582,38604500,10195.33724,10109.57832
2006-01-05,13900,13900,13420,13580,10276.05371,25783750,10291.18685,10164.06094
2006-01-06,13700,13760,13580,13680,10351.72363,17394550,10392.08105,10242.75781
